n,p,ncpus,nthreads,seed,num_clusters,max_cluster,rperc,cperc,init_time,perc_time,tjoin_time,recv_time,pjoin_time,total_time
3500,0.200000,1,1,241311,1489155,23,0,0,0.475159,43.501536,0.000001,0.000000,0.000000,43.986789
3500,0.200000,1,2,241311,1489155,23,0,0,0.474243,23.594038,0.049434,0.000000,0.000000,24.145790
3500,0.200000,1,4,241311,1489155,23,0,0,0.552185,12.352826,0.084504,0.000000,0.000000,13.035911
3500,0.200000,1,8,241311,1489155,23,0,0,0.473701,6.537542,0.158661,0.000000,0.000000,7.263036
3500,0.400000,1,1,241311,1300991,182,0,0,0.532281,39.097654,0.000002,0.000000,0.000000,39.643376
3500,0.400000,1,2,241311,1300991,182,0,0,0.616235,20.227590,0.177152,0.000000,0.000000,21.046846
3500,0.400000,1,4,241311,1300991,182,0,0,0.530723,10.938561,0.360349,0.000000,0.000000,11.881820
3500,0.400000,1,8,241311,1300991,182,0,0,0.510408,5.767472,0.703987,0.000001,0.000000,7.084871
3500,0.600000,1,1,241311,311938,5640776,1,1,0.518775,10.169834,0.000001,0.000000,0.000000,10.692217
3500,0.600000,1,2,241311,311938,5640776,1,1,0.528735,5.133088,0.215245,0.000000,0.000000,5.883525
3500,0.600000,1,4,241311,311938,5640776,1,1,0.517110,2.857265,0.435112,0.000000,0.000000,3.825956
3500,0.600000,1,8,241311,311938,5640776,1,1,0.513124,1.561299,0.854743,0.000001,0.000000,2.954396
3500,0.800000,1,1,241311,17265,9780053,1,1,0.470734,1.859011,0.000001,0.000000,0.000000,2.329833
3500,0.800000,1,2,241311,17265,9780053,1,1,0.470729,0.901808,0.013519,0.000000,0.000000,1.386210
3500,0.800000,1,4,241311,17265,9780053,1,1,0.469963,0.499568,0.030314,0.000000,0.000000,1.000227
3500,0.800000,1,8,241311,17265,9780053,1,1,0.471590,0.272418,0.063247,0.000000,0.000000,0.808103
3500,1.000000,1,1,241311,1,12250000,1,1,0.447048,1.268632,0.000002,0.000000,0.000000,1.715694
3500,1.000000,1,2,241311,1,12250000,1,1,0.457266,0.634472,0.000254,0.000000,0.000000,1.092003
3500,1.000000,1,4,241311,1,12250000,1,1,0.457444,0.346374,0.000681,0.000000,0.000000,0.804513
3500,1.000000,1,8,241311,1,12250000,1,1,0.445820,0.186817,0.001596,0.000000,0.000000,0.634248
4000,0.000000,1,1,241311,0,0,0,0,0.549424,0.056701,0.000000,0.000000,0.000000,0.606126
